,xB,Q2,t,phi,deg/rad,value,stat_u,syst_u,col,obs,units,hadron,lepton,E_lepton,E_hadron
1451,0.333,2.22,-0.16,337.58,deg,0.1155,0.02,0.0311,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
1452,0.333,2.22,-0.16,352.53,deg,0.1365,0.0235,0.0287,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
1453,0.335,2.23,-0.2,7.44,deg,0.1567,0.0179,0.0165,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
1454,0.335,2.23,-0.2,22.35,deg,0.1159,0.0162,0.0082,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
1455,0.335,2.23,-0.2,37.27,deg,0.1024,0.0124,0.0078,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
1456,0.335,2.23,-0.2,52.23,deg,0.1032,0.0121,0.0094,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
1457,0.335,2.23,-0.2,67.21,deg,0.088,0.0122,0.0103,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
1458,0.335,2.23,-0.2,82.22,deg,0.0375,0.0104,0.0182,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
1459,0.335,2.23,-0.2,97.23,deg,0.035,0.0114,0.0089,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
1460,0.335,2.23,-0.2,112.26,deg,0.0363,0.0115,0.0055,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
1461,0.335,2.23,-0.2,127.3,deg,0.0311,0.0157,0.0078,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
1462,0.335,2.23,-0.2,247.74,deg,0.0319,0.0113,0.0097,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
1463,0.335,2.23,-0.2,262.77,deg,0.0578,0.0146,0.0086,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
1464,0.335,2.23,-0.2,292.79,deg,0.0646,0.0138,0.0078,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
1465,0.335,2.23,-0.2,307.77,deg,0.1193,0.0148,0.0133,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
1466,0.335,2.23,-0.2,322.73,deg,0.1138,0.0129,0.0138,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
1467,0.335,2.23,-0.2,337.65,deg,0.115,0.0125,0.0144,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
1468,0.335,2.23,-0.2,352.56,deg,0.138,0.0155,0.0207,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
1469,0.335,2.23,-0.26,7.41,deg,0.1386,0.0138,0.0139,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
1470,0.335,2.23,-0.26,22.26,deg,0.1244,0.0134,0.0193,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
1471,0.335,2.23,-0.26,37.17,deg,0.1003,0.0102,0.0126,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
1472,0.335,2.23,-0.26,52.13,deg,0.0927,0.0094,0.0084,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
1473,0.335,2.23,-0.26,67.13,deg,0.0442,0.0064,0.0115,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
1474,0.335,2.23,-0.26,82.15,deg,0.0592,0.0109,0.0086,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
1475,0.335,2.23,-0.26,112.23,deg,0.029,0.0118,0.0118,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
1476,0.335,2.23,-0.26,127.28,deg,0.0251,0.013,0.017,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
1477,0.335,2.23,-0.26,247.77,deg,0.0517,0.0167,0.0237,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
1478,0.335,2.23,-0.26,277.85,deg,0.0515,0.009,0.0074,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
1479,0.335,2.23,-0.26,292.87,deg,0.0914,0.0121,0.0129,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
1480,0.335,2.23,-0.26,307.87,deg,0.1111,0.0129,0.0171,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
1481,0.335,2.23,-0.26,322.83,deg,0.0987,0.0102,0.0068,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
1482,0.335,2.23,-0.26,337.74,deg,0.1337,0.0111,0.0107,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
1483,0.335,2.23,-0.26,352.59,deg,0.1516,0.0127,0.0094,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
1484,0.335,2.23,-0.34,7.35,deg,0.1472,0.0119,0.0095,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
1485,0.335,2.23,-0.34,22.13,deg,0.1317,0.0115,0.0262,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
1486,0.335,2.23,-0.34,37.04,deg,0.0784,0.0076,0.0066,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
1487,0.335,2.23,-0.34,52.02,deg,0.0631,0.0065,0.0043,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
1488,0.335,2.23,-0.34,67.04,deg,0.0515,0.0062,0.0057,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
1489,0.335,2.23,-0.34,82.08,deg,0.0405,0.0071,0.0056,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
1490,0.335,2.23,-0.34,277.92,deg,0.0392,0.0065,0.0059,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
1491,0.335,2.23,-0.34,292.96,deg,0.0596,0.0084,0.0112,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
1492,0.335,2.23,-0.34,307.98,deg,0.0697,0.0089,0.0098,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
1493,0.335,2.23,-0.34,322.96,deg,0.0895,0.0084,0.0086,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
1494,0.335,2.23,-0.34,337.87,deg,0.1336,0.0095,0.0081,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
1495,0.335,2.23,-0.34,352.65,deg,0.1451,0.0101,0.0149,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
1496,0.335,2.23,-0.45,7.4,deg,0.1367,0.0094,0.0082,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
1497,0.335,2.23,-0.45,21.94,deg,0.1001,0.008,0.0081,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
1498,0.335,2.23,-0.45,36.86,deg,0.0675,0.0059,0.0068,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
1499,0.335,2.23,-0.45,51.89,deg,0.0509,0.0048,0.0044,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
1500,0.335,2.23,-0.45,66.95,deg,0.0231,0.0034,0.0065,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
1501,0.335,2.23,-0.45,82.02,deg,0.027,0.0054,0.0054,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
1502,0.335,2.23,-0.45,97.1,deg,0.016,0.0082,0.003,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
1503,0.335,2.23,-0.45,277.98,deg,0.0203,0.0041,0.0068,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
1504,0.335,2.23,-0.45,293.05,deg,0.0381,0.0054,0.0035,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
1505,0.335,2.23,-0.45,308.11,deg,0.0561,0.0067,0.006,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
1506,0.335,2.23,-0.45,323.14,deg,0.0648,0.0057,0.0054,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
1507,0.335,2.23,-0.45,338.06,deg,0.0849,0.0061,0.0064,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
1508,0.335,2.23,-0.45,352.6,deg,0.1266,0.0078,0.0136,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
1509,0.333,2.77,-0.16,22.42,deg,0.2397,0.0556,0.0515,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
1510,0.333,2.77,-0.16,37.37,deg,0.2072,0.0533,0.0385,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
1511,0.333,2.77,-0.16,337.58,deg,0.1969,0.0462,0.0541,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
1512,0.333,2.77,-0.16,352.53,deg,0.1336,0.0377,0.0321,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
1513,0.335,2.78,-0.2,7.5,deg,0.2191,0.0197,0.0137,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
1514,0.335,2.78,-0.2,22.42,deg,0.1642,0.0163,0.0119,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
1515,0.335,2.78,-0.2,37.29,deg,0.1781,0.015,0.0139,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
1516,0.335,2.78,-0.2,52.22,deg,0.1218,0.0128,0.0162,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
1517,0.335,2.78,-0.2,67.22,deg,0.1078,0.0146,0.0199,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
1518,0.335,2.78,-0.2,82.23,deg,0.0878,0.0152,0.0111,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
1519,0.335,2.78,-0.2,97.25,deg,0.0621,0.0108,0.0075,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
1520,0.335,2.78,-0.2,112.29,deg,0.0506,0.0084,0.0104,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
1521,0.335,2.78,-0.2,127.33,deg,0.0568,0.0104,0.0142,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
1522,0.335,2.78,-0.2,142.37,deg,0.0565,0.0152,0.0147,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
1523,0.335,2.78,-0.2,157.42,deg,0.0674,0.0182,0.0121,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
1524,0.335,2.78,-0.2,172.48,deg,0.048,0.0166,0.0082,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
1525,0.335,2.78,-0.2,187.52,deg,0.0766,0.0255,0.063,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
1526,0.335,2.78,-0.2,202.58,deg,0.0402,0.0115,0.007,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
1527,0.335,2.78,-0.2,217.63,deg,0.0535,0.0127,0.0206,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
1528,0.335,2.78,-0.2,232.67,deg,0.0796,0.0148,0.0088,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
1529,0.335,2.78,-0.2,247.71,deg,0.0563,0.01,0.01,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
1530,0.335,2.78,-0.2,262.75,deg,0.0688,0.0102,0.0043,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
1531,0.335,2.78,-0.2,277.77,deg,0.0958,0.0147,0.0121,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
1532,0.335,2.78,-0.2,292.78,deg,0.1318,0.0186,0.0183,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
1533,0.335,2.78,-0.2,307.78,deg,0.1475,0.0171,0.0232,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
1534,0.335,2.78,-0.2,322.71,deg,0.1478,0.014,0.015,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
1535,0.335,2.78,-0.2,337.58,deg,0.1841,0.0151,0.0172,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
1536,0.335,2.78,-0.2,352.5,deg,0.2272,0.0195,0.0264,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
1537,0.335,2.78,-0.26,7.6,deg,0.2001,0.016,0.0201,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
1538,0.335,2.78,-0.26,22.58,deg,0.2173,0.016,0.0256,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
1539,0.335,2.78,-0.26,37.36,deg,0.1552,0.0112,0.009,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
1540,0.335,2.78,-0.26,52.11,deg,0.1303,0.0102,0.0087,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
1541,0.335,2.78,-0.26,67.13,deg,0.0834,0.0094,0.009,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
1542,0.335,2.78,-0.26,82.16,deg,0.0731,0.0108,0.0104,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
1543,0.335,2.78,-0.26,97.2,deg,0.0595,0.0095,0.0057,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
1544,0.335,2.78,-0.26,112.25,deg,0.0407,0.0062,0.0036,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
1545,0.335,2.78,-0.26,127.3,deg,0.0274,0.0051,0.0027,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
1546,0.335,2.78,-0.26,142.36,deg,0.0315,0.0068,0.0097,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
1547,0.335,2.78,-0.26,157.41,deg,0.0243,0.0055,0.0051,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
1548,0.335,2.78,-0.26,172.47,deg,0.0246,0.0061,0.0034,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
1549,0.335,2.78,-0.26,187.53,deg,0.0241,0.0067,0.0063,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
1550,0.335,2.78,-0.26,202.59,deg,0.0295,0.0052,0.0025,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
1551,0.335,2.78,-0.26,217.64,deg,0.0396,0.0062,0.0039,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
1552,0.335,2.78,-0.26,232.7,deg,0.0363,0.0065,0.004,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
1553,0.335,2.78,-0.26,247.75,deg,0.0428,0.0067,0.0049,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
1554,0.335,2.78,-0.26,262.8,deg,0.0518,0.0076,0.0064,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
1555,0.335,2.78,-0.26,277.84,deg,0.0515,0.0078,0.0056,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
1556,0.335,2.78,-0.26,292.87,deg,0.0794,0.01,0.0111,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
1557,0.335,2.78,-0.26,307.89,deg,0.1288,0.012,0.0122,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
1558,0.335,2.78,-0.26,322.64,deg,0.1681,0.0118,0.0196,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
1559,0.335,2.78,-0.26,337.42,deg,0.2025,0.0132,0.0133,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
1560,0.335,2.78,-0.26,352.4,deg,0.2432,0.0167,0.0273,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
1561,0.335,2.78,-0.34,7.72,deg,0.3152,0.0216,0.0419,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
1562,0.335,2.78,-0.34,22.73,deg,0.2019,0.0152,0.0154,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
1563,0.335,2.78,-0.34,37.54,deg,0.1318,0.0093,0.0119,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
1564,0.335,2.78,-0.34,51.99,deg,0.1066,0.0082,0.0135,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
1565,0.335,2.78,-0.34,67.04,deg,0.0699,0.0075,0.0109,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
1566,0.335,2.78,-0.34,82.1,deg,0.053,0.0068,0.0066,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
1567,0.335,2.78,-0.34,97.16,deg,0.0351,0.0055,0.0111,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
1568,0.335,2.78,-0.34,112.22,deg,0.03,0.005,0.0059,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
1569,0.335,2.78,-0.34,127.28,deg,0.0207,0.004,0.0033,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
1570,0.335,2.78,-0.34,142.35,deg,0.0142,0.0042,0.003,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
1571,0.335,2.78,-0.34,157.41,deg,0.0217,0.0049,0.0042,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
1572,0.335,2.78,-0.34,172.47,deg,0.0169,0.0045,0.0073,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
1573,0.335,2.78,-0.34,187.53,deg,0.0092,0.0034,0.0047,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
1574,0.335,2.78,-0.34,202.59,deg,0.0188,0.0039,0.0019,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
1575,0.335,2.78,-0.34,217.65,deg,0.0222,0.0042,0.0037,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
1576,0.335,2.78,-0.34,232.72,deg,0.0273,0.0048,0.0059,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
1577,0.335,2.78,-0.34,247.78,deg,0.0306,0.0059,0.0092,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
1578,0.335,2.78,-0.34,262.84,deg,0.0353,0.0051,0.0052,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
1579,0.335,2.78,-0.34,277.9,deg,0.0561,0.0061,0.0062,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
1580,0.335,2.78,-0.34,292.96,deg,0.0589,0.0069,0.0046,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
1581,0.335,2.78,-0.34,308.01,deg,0.0883,0.0088,0.0074,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
1582,0.335,2.78,-0.34,322.46,deg,0.138,0.0099,0.0088,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
1583,0.335,2.78,-0.34,337.27,deg,0.1855,0.0121,0.013,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
1584,0.335,2.78,-0.34,352.28,deg,0.2703,0.018,0.0187,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
1585,0.335,2.78,-0.45,23.43,deg,0.1654,0.0139,0.0195,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
1586,0.335,2.78,-0.45,37.7,deg,0.0994,0.0069,0.0073,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
1587,0.335,2.78,-0.45,51.87,deg,0.0646,0.0051,0.006,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
1588,0.335,2.78,-0.45,66.97,deg,0.0468,0.005,0.0052,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
1589,0.335,2.78,-0.45,82.05,deg,0.0243,0.0036,0.0047,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
1590,0.335,2.78,-0.45,97.13,deg,0.0215,0.0036,0.0046,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
1591,0.335,2.78,-0.45,112.2,deg,0.0149,0.0032,0.0039,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
1592,0.335,2.78,-0.45,127.27,deg,0.014,0.0033,0.0029,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
1593,0.335,2.78,-0.45,142.34,deg,0.0111,0.0035,0.0046,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
1594,0.335,2.78,-0.45,157.41,deg,0.0097,0.0033,0.0014,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
1595,0.335,2.78,-0.45,172.48,deg,0.0112,0.0041,0.002,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
1596,0.335,2.78,-0.45,187.52,deg,0.0153,0.0051,0.002,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
1597,0.335,2.78,-0.45,202.59,deg,0.0085,0.0028,0.0029,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
1598,0.335,2.78,-0.45,217.66,deg,0.0094,0.0023,0.0025,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
1599,0.335,2.78,-0.45,232.73,deg,0.0149,0.0037,0.0049,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
1600,0.335,2.78,-0.45,247.8,deg,0.0191,0.0039,0.0034,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
1601,0.335,2.78,-0.45,262.87,deg,0.02,0.003,0.002,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
1602,0.335,2.78,-0.45,277.95,deg,0.0257,0.0032,0.0024,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
1603,0.335,2.78,-0.45,293.03,deg,0.043,0.005,0.0111,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
1604,0.335,2.78,-0.45,308.13,deg,0.0635,0.0061,0.0063,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
1605,0.335,2.78,-0.45,322.3,deg,0.1034,0.0073,0.0094,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
1606,0.335,2.78,-0.45,336.57,deg,0.1834,0.0119,0.0203,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
1607,0.365,2.35,-0.2,7.46,deg,0.0647,0.0123,0.0069,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
1608,0.365,2.35,-0.2,22.4,deg,0.0645,0.0132,0.0048,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
1609,0.365,2.35,-0.2,37.35,deg,0.0493,0.0102,0.0142,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
1610,0.365,2.35,-0.2,52.31,deg,0.0535,0.0105,0.0108,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
1611,0.365,2.35,-0.2,67.29,deg,0.0396,0.0103,0.0171,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
1612,0.365,2.35,-0.2,82.29,deg,0.0289,0.0092,0.023,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
1613,0.365,2.35,-0.2,97.3,deg,0.0638,0.0214,0.021,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
1614,0.365,2.35,-0.2,112.32,deg,0.0426,0.0262,0.0092,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
1615,0.365,2.35,-0.2,262.7,deg,0.0545,0.0221,0.0258,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
1616,0.365,2.35,-0.2,277.71,deg,0.0538,0.0175,0.0141,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
1617,0.365,2.35,-0.2,292.71,deg,0.0972,0.0221,0.0098,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
1618,0.365,2.35,-0.2,307.69,deg,0.0503,0.0118,0.0036,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
1619,0.365,2.35,-0.2,322.65,deg,0.0773,0.013,0.0157,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
1620,0.365,2.35,-0.2,337.6,deg,0.0627,0.0105,0.0043,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
1621,0.365,2.35,-0.2,352.54,deg,0.0791,0.0123,0.0192,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
1622,0.365,2.35,-0.26,7.44,deg,0.0751,0.0097,0.0089,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
1623,0.365,2.35,-0.26,22.32,deg,0.0539,0.0084,0.0106,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
1624,0.365,2.35,-0.26,37.24,deg,0.0597,0.0077,0.0039,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
1625,0.365,2.35,-0.26,52.2,deg,0.0488,0.0067,0.0105,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
1626,0.365,2.35,-0.26,67.19,deg,0.0422,0.0073,0.0055,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
1627,0.365,2.35,-0.26,82.2,deg,0.0322,0.0097,0.0069,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
1628,0.365,2.35,-0.26,97.22,deg,0.0383,0.0141,0.0184,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
1629,0.365,2.35,-0.26,112.26,deg,0.0406,0.0189,0.011,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
1630,0.365,2.35,-0.26,262.78,deg,0.0439,0.0122,0.0132,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
1631,0.365,2.35,-0.26,277.8,deg,0.0417,0.0115,0.0046,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
1632,0.365,2.35,-0.26,292.81,deg,0.0371,0.009,0.0134,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
1633,0.365,2.35,-0.26,307.8,deg,0.0512,0.0083,0.0079,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
1634,0.365,2.35,-0.26,322.76,deg,0.0659,0.0081,0.0119,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
1635,0.365,2.35,-0.26,337.68,deg,0.0879,0.0089,0.0058,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
1636,0.365,2.35,-0.26,352.56,deg,0.1017,0.0105,0.0065,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
1637,0.365,2.35,-0.34,7.39,deg,0.0945,0.0091,0.0127,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
1638,0.365,2.35,-0.34,22.22,deg,0.0897,0.0096,0.0178,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
1639,0.365,2.35,-0.34,37.12,deg,0.061,0.0071,0.0113,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
