,xB,t,Q2,phi,deg/rad,obs,value,units,stat_u,syst_u,%norm_c,col,lepton,E_lepton,hadron,E_hadron
185,0.356,-0.302,1.98,82.5,deg,d4SigUU,47.1,pb GeV^-4,3.6,1.5072,2.3,HallA,e-,5.55,p,0.93827208816
186,0.356,-0.302,1.98,97.5,deg,d4SigUU,40.9,pb GeV^-4,3.4,1.3088,2.3,HallA,e-,5.55,p,0.93827208816
187,0.356,-0.302,1.98,112.5,deg,d4SigUU,36.6,pb GeV^-4,3.2,1.1712,2.3,HallA,e-,5.55,p,0.93827208816
188,0.356,-0.302,1.98,127.5,deg,d4SigUU,26.4,pb GeV^-4,2.9,0.8448,2.3,HallA,e-,5.55,p,0.93827208816
189,0.356,-0.302,1.98,142.5,deg,d4SigUU,25.9,pb GeV^-4,3.0,0.8288,2.3,HallA,e-,5.55,p,0.93827208816
190,0.356,-0.302,1.98,157.5,deg,d4SigUU,22.9,pb GeV^-4,3.0,0.7328,2.3,HallA,e-,5.55,p,0.93827208816
191,0.356,-0.302,1.98,172.5,deg,d4SigUU,32.0,pb GeV^-4,3.3,1.024,2.3,HallA,e-,5.55,p,0.93827208816
192,0.356,-0.302,1.98,187.5,deg,d4SigUU,26.0,pb GeV^-4,3.1,0.832,2.3,HallA,e-,5.55,p,0.93827208816
193,0.356,-0.302,1.98,202.5,deg,d4SigUU,30.7,pb GeV^-4,3.2,0.9824,2.3,HallA,e-,5.55,p,0.93827208816
194,0.356,-0.302,1.98,217.5,deg,d4SigUU,19.4,pb GeV^-4,2.8,0.6208,2.3,HallA,e-,5.55,p,0.93827208816
195,0.356,-0.302,1.98,232.5,deg,d4SigUU,28.4,pb GeV^-4,3.1,0.9088,2.3,HallA,e-,5.55,p,0.93827208816
196,0.356,-0.302,1.98,247.5,deg,d4SigUU,38.8,pb GeV^-4,3.4,1.2416,2.3,HallA,e-,5.55,p,0.93827208816
197,0.356,-0.302,1.98,262.5,deg,d4SigUU,38.8,pb GeV^-4,3.5,1.2416,2.3,HallA,e-,5.55,p,0.93827208816
198,0.356,-0.302,1.98,277.5,deg,d4SigUU,45.2,pb GeV^-4,3.8,1.4464,2.3,HallA,e-,5.55,p,0.93827208816
199,0.356,-0.302,1.98,292.5,deg,d4SigUU,50.4,pb GeV^-4,4.2,1.6128,2.3,HallA,e-,5.55,p,0.93827208816
200,0.356,-0.302,1.98,307.5,deg,d4SigUU,65.9,pb GeV^-4,4.5,2.1088,2.3,HallA,e-,5.55,p,0.93827208816
201,0.356,-0.302,1.98,322.5,deg,d4SigUU,72.2,pb GeV^-4,5.0,2.3104,2.3,HallA,e-,5.55,p,0.93827208816
202,0.356,-0.302,1.98,337.5,deg,d4SigUU,85.8,pb GeV^-4,5.5,2.7456,2.3,HallA,e-,5.55,p,0.93827208816
203,0.356,-0.302,1.98,352.5,deg,d4SigUU,101.5,pb GeV^-4,6.2,3.248,2.3,HallA,e-,5.55,p,0.93827208816
204,0.358,-0.363,1.99,7.5,deg,d4SigUU,98.1,pb GeV^-4,7.0,3.1392,2.3,HallA,e-,5.55,p,0.93827208816
205,0.358,-0.363,1.99,22.5,deg,d4SigUU,80.6,pb GeV^-4,6.1,2.5792,2.3,HallA,e-,5.55,p,0.93827208816
206,0.358,-0.363,1.99,37.5,deg,d4SigUU,61.2,pb GeV^-4,4.9,1.9584,2.3,HallA,e-,5.55,p,0.93827208816
207,0.358,-0.363,1.99,52.5,deg,d4SigUU,52.7,pb GeV^-4,4.1,1.6864,2.3,HallA,e-,5.55,p,0.93827208816
208,0.358,-0.363,1.99,67.5,deg,d4SigUU,44.5,pb GeV^-4,3.7,1.424,2.3,HallA,e-,5.55,p,0.93827208816
209,0.358,-0.363,1.99,82.5,deg,d4SigUU,35.0,pb GeV^-4,3.4,1.12,2.3,HallA,e-,5.55,p,0.93827208816
210,0.358,-0.363,1.99,97.5,deg,d4SigUU,30.7,pb GeV^-4,3.1,0.9824,2.3,HallA,e-,5.55,p,0.93827208816
211,0.358,-0.363,1.99,112.5,deg,d4SigUU,30.3,pb GeV^-4,3.1,0.9696,2.3,HallA,e-,5.55,p,0.93827208816
212,0.358,-0.363,1.99,127.5,deg,d4SigUU,24.2,pb GeV^-4,3.0,0.7744,2.3,HallA,e-,5.55,p,0.93827208816
213,0.358,-0.363,1.99,142.5,deg,d4SigUU,22.5,pb GeV^-4,3.1,0.72,2.3,HallA,e-,5.55,p,0.93827208816
214,0.358,-0.363,1.99,157.5,deg,d4SigUU,20.0,pb GeV^-4,3.1,0.64,2.3,HallA,e-,5.55,p,0.93827208816
215,0.358,-0.363,1.99,172.5,deg,d4SigUU,22.0,pb GeV^-4,3.4,0.704,2.3,HallA,e-,5.55,p,0.93827208816
216,0.358,-0.363,1.99,187.5,deg,d4SigUU,21.6,pb GeV^-4,3.3,0.6912,2.3,HallA,e-,5.55,p,0.93827208816
217,0.358,-0.363,1.99,202.5,deg,d4SigUU,21.6,pb GeV^-4,3.2,0.6912,2.3,HallA,e-,5.55,p,0.93827208816
218,0.358,-0.363,1.99,217.5,deg,d4SigUU,24.2,pb GeV^-4,3.2,0.7744,2.3,HallA,e-,5.55,p,0.93827208816
219,0.358,-0.363,1.99,232.5,deg,d4SigUU,22.4,pb GeV^-4,3.0,0.7168,2.3,HallA,e-,5.55,p,0.93827208816
220,0.358,-0.363,1.99,247.5,deg,d4SigUU,33.0,pb GeV^-4,3.3,1.056,2.3,HallA,e-,5.55,p,0.93827208816
221,0.358,-0.363,1.99,262.5,deg,d4SigUU,30.2,pb GeV^-4,3.5,0.9664,2.3,HallA,e-,5.55,p,0.93827208816
222,0.358,-0.363,1.99,277.5,deg,d4SigUU,40.1,pb GeV^-4,3.8,1.2832,2.3,HallA,e-,5.55,p,0.93827208816
223,0.358,-0.363,1.99,292.5,deg,d4SigUU,47.3,pb GeV^-4,4.1,1.5136,2.3,HallA,e-,5.55,p,0.93827208816
224,0.358,-0.363,1.99,307.5,deg,d4SigUU,50.5,pb GeV^-4,4.4,1.616,2.3,HallA,e-,5.55,p,0.93827208816
225,0.358,-0.363,1.99,322.5,deg,d4SigUU,71.3,pb GeV^-4,5.1,2.2816,2.3,HallA,e-,5.55,p,0.93827208816
226,0.358,-0.363,1.99,337.5,deg,d4SigUU,92.8,pb GeV^-4,6.1,2.9696,2.3,HallA,e-,5.55,p,0.93827208816
227,0.358,-0.363,1.99,352.5,deg,d4SigUU,106.0,pb GeV^-4,7.0,3.392,2.3,HallA,e-,5.55,p,0.93827208816
