,x,Q2,t,phi,value,stat_u,syst_u,col,obsv,units,target,beam,energy (GeV)
1903,0.335,2.23,0.2,112.26,0.0363,0.0115,0.0055,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
1904,0.335,2.23,0.2,127.3,0.0311,0.0157,0.0078,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
1905,0.335,2.23,0.2,142.35,0.0,0.0,0.0,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
1906,0.335,2.23,0.2,157.41,0.0,0.0,0.0,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
1907,0.335,2.23,0.2,172.47,0.0,0.0,0.0,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
1908,0.335,2.23,0.2,187.53,0.0,0.0,0.0,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
1909,0.335,2.23,0.2,202.59,0.0,0.0,0.0,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
1910,0.335,2.23,0.2,217.65,0.0,0.0,0.0,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
1911,0.335,2.23,0.2,232.7,0.0,0.0,0.0,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
1912,0.335,2.23,0.2,247.74,0.0319,0.0113,0.0097,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
1913,0.335,2.23,0.2,262.77,0.0578,0.0146,0.0086,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
1914,0.335,2.23,0.2,277.78,0.0,0.0,0.0,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
1915,0.335,2.23,0.2,292.79,0.0646,0.0138,0.0078,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
1916,0.335,2.23,0.2,307.77,0.1193,0.0148,0.0133,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
1917,0.335,2.23,0.2,322.73,0.1138,0.0129,0.0138,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
1918,0.335,2.23,0.2,337.65,0.115,0.0125,0.0144,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
1919,0.335,2.23,0.2,352.56,0.138,0.0155,0.0207,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
1920,0.335,2.23,0.26,7.41,0.1386,0.0138,0.0139,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
1921,0.335,2.23,0.26,22.26,0.1244,0.0134,0.0193,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
1922,0.335,2.23,0.26,37.17,0.1003,0.0102,0.0126,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
1923,0.335,2.23,0.26,52.13,0.0927,0.0094,0.0084,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
1924,0.335,2.23,0.26,67.13,0.0442,0.0064,0.0115,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
1925,0.335,2.23,0.26,82.15,0.0592,0.0109,0.0086,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
1926,0.335,2.23,0.26,97.18,0.0,0.0,0.0,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
1927,0.335,2.23,0.26,112.23,0.029,0.0118,0.0118,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
1928,0.335,2.23,0.26,127.28,0.0251,0.013,0.017,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
1929,0.335,2.23,0.26,142.34,0.0,0.0,0.0,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
1930,0.335,2.23,0.26,157.4,0.0,0.0,0.0,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
1931,0.335,2.23,0.26,172.46,0.0,0.0,0.0,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
1932,0.335,2.23,0.26,187.54,0.0,0.0,0.0,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
1933,0.335,2.23,0.26,202.6,0.0,0.0,0.0,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
1934,0.335,2.23,0.26,217.66,0.0,0.0,0.0,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
1935,0.335,2.23,0.26,232.72,0.0,0.0,0.0,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
1936,0.335,2.23,0.26,247.77,0.0517,0.0167,0.0237,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
1937,0.335,2.23,0.26,262.82,0.0,0.0,0.0,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
1938,0.335,2.23,0.26,277.85,0.0515,0.009,0.0074,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
1939,0.335,2.23,0.26,292.87,0.0914,0.0121,0.0129,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
1940,0.335,2.23,0.26,307.87,0.1111,0.0129,0.0171,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
1941,0.335,2.23,0.26,322.83,0.0987,0.0102,0.0068,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
1942,0.335,2.23,0.26,337.74,0.1337,0.0111,0.0107,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
1943,0.335,2.23,0.26,352.59,0.1516,0.0127,0.0094,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
1944,0.335,2.23,0.34,7.35,0.1472,0.0119,0.0095,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
1945,0.335,2.23,0.34,22.13,0.1317,0.0115,0.0262,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
1946,0.335,2.23,0.34,37.04,0.0784,0.0076,0.0066,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
1947,0.335,2.23,0.34,52.02,0.0631,0.0065,0.0043,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
1948,0.335,2.23,0.34,67.04,0.0515,0.0062,0.0057,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
1949,0.335,2.23,0.34,82.08,0.0405,0.0071,0.0056,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
1950,0.335,2.23,0.34,97.14,0.0,0.0,0.0,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
1951,0.335,2.23,0.34,112.2,0.0,0.0,0.0,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
1952,0.335,2.23,0.34,127.26,0.0,0.0,0.0,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
1953,0.335,2.23,0.34,142.32,0.0,0.0,0.0,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
1954,0.335,2.23,0.34,157.39,0.0,0.0,0.0,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
1955,0.335,2.23,0.34,172.48,0.0,0.0,0.0,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
1956,0.335,2.23,0.34,187.52,0.0,0.0,0.0,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
1957,0.335,2.23,0.34,202.61,0.0,0.0,0.0,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
1958,0.335,2.23,0.34,217.68,0.0,0.0,0.0,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
1959,0.335,2.23,0.34,232.74,0.0,0.0,0.0,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
1960,0.335,2.23,0.34,247.8,0.0,0.0,0.0,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
1961,0.335,2.23,0.34,262.86,0.0,0.0,0.0,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
1962,0.335,2.23,0.34,277.92,0.0392,0.0065,0.0059,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
1963,0.335,2.23,0.34,292.96,0.0596,0.0084,0.0112,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
1964,0.335,2.23,0.34,307.98,0.0697,0.0089,0.0098,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
1965,0.335,2.23,0.34,322.96,0.0895,0.0084,0.0086,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
1966,0.335,2.23,0.34,337.87,0.1336,0.0095,0.0081,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
1967,0.335,2.23,0.34,352.65,0.1451,0.0101,0.0149,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
1968,0.335,2.23,0.45,7.4,0.1367,0.0094,0.0082,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
1969,0.335,2.23,0.45,21.94,0.1001,0.008,0.0081,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
1970,0.335,2.23,0.45,36.86,0.0675,0.0059,0.0068,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
1971,0.335,2.23,0.45,51.89,0.0509,0.0048,0.0044,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
1972,0.335,2.23,0.45,66.95,0.0231,0.0034,0.0065,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
1973,0.335,2.23,0.45,82.02,0.027,0.0054,0.0054,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
1974,0.335,2.23,0.45,97.1,0.016,0.0082,0.003,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
1975,0.335,2.23,0.45,112.16,0.0,0.0,0.0,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
1976,0.335,2.23,0.45,127.25,0.0,0.0,0.0,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
1977,0.335,2.23,0.45,142.32,0.0,0.0,0.0,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
1978,0.335,2.23,0.45,157.39,0.0,0.0,0.0,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
1979,0.335,2.23,0.45,172.47,0.0,0.0,0.0,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
1980,0.335,2.23,0.45,187.53,0.0,0.0,0.0,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
1981,0.335,2.23,0.45,202.61,0.0,0.0,0.0,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
1982,0.335,2.23,0.45,217.68,0.0,0.0,0.0,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
1983,0.335,2.23,0.45,232.75,0.0,0.0,0.0,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
1984,0.335,2.23,0.45,247.84,0.0,0.0,0.0,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
1985,0.335,2.23,0.45,262.9,0.0,0.0,0.0,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
1986,0.335,2.23,0.45,277.98,0.0203,0.0041,0.0068,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
1987,0.335,2.23,0.45,293.05,0.0381,0.0054,0.0035,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
1988,0.335,2.23,0.45,308.11,0.0561,0.0067,0.006,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
1989,0.335,2.23,0.45,323.14,0.0648,0.0057,0.0054,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
1990,0.335,2.23,0.45,338.06,0.0849,0.0061,0.0064,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
1991,0.335,2.23,0.45,352.6,0.1266,0.0078,0.0136,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
1992,0.333,2.77,0.16,7.47,0.0,0.0,0.0,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
1993,0.333,2.77,0.16,22.42,0.2397,0.0556,0.0515,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
1994,0.333,2.77,0.16,37.37,0.2072,0.0533,0.0385,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
1995,0.333,2.77,0.16,52.34,0.0,0.0,0.0,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
1996,0.333,2.77,0.16,67.33,0.0,0.0,0.0,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
1997,0.333,2.77,0.16,82.33,0.0,0.0,0.0,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
1998,0.333,2.77,0.16,97.34,0.0,0.0,0.0,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
1999,0.333,2.77,0.16,112.36,0.0,0.0,0.0,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
2000,0.333,2.77,0.16,127.38,0.0,0.0,0.0,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
2001,0.333,2.77,0.16,142.41,0.0,0.0,0.0,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
2002,0.333,2.77,0.16,157.45,0.0,0.0,0.0,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
2003,0.333,2.77,0.16,172.48,0.0,0.0,0.0,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
2004,0.333,2.77,0.16,187.52,0.0,0.0,0.0,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
2005,0.333,2.77,0.16,202.55,0.0,0.0,0.0,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
2006,0.333,2.77,0.16,217.59,0.0,0.0,0.0,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
2007,0.333,2.77,0.16,232.62,0.0,0.0,0.0,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
2008,0.333,2.77,0.16,247.64,0.0,0.0,0.0,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
2009,0.333,2.77,0.16,262.66,0.0,0.0,0.0,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
2010,0.333,2.77,0.16,277.67,0.0,0.0,0.0,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
2011,0.333,2.77,0.16,292.67,0.0,0.0,0.0,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
2012,0.333,2.77,0.16,307.66,0.0,0.0,0.0,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
2013,0.333,2.77,0.16,322.63,0.0,0.0,0.0,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
2014,0.333,2.77,0.16,337.58,0.1969,0.0462,0.0541,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
2015,0.333,2.77,0.16,352.53,0.1336,0.0377,0.0321,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
2016,0.335,2.78,0.2,7.5,0.2191,0.0197,0.0137,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
2017,0.335,2.78,0.2,22.42,0.1642,0.0163,0.0119,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
2018,0.335,2.78,0.2,37.29,0.1781,0.015,0.0139,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
2019,0.335,2.78,0.2,52.22,0.1218,0.0128,0.0162,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
2020,0.335,2.78,0.2,67.22,0.1078,0.0146,0.0199,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
2021,0.335,2.78,0.2,82.23,0.0878,0.0152,0.0111,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
2022,0.335,2.78,0.2,97.25,0.0621,0.0108,0.0075,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
2023,0.335,2.78,0.2,112.29,0.0506,0.0084,0.0104,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
2024,0.335,2.78,0.2,127.33,0.0568,0.0104,0.0142,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
2025,0.335,2.78,0.2,142.37,0.0565,0.0152,0.0147,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
2026,0.335,2.78,0.2,157.42,0.0674,0.0182,0.0121,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
2027,0.335,2.78,0.2,172.48,0.048,0.0166,0.0082,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
2028,0.335,2.78,0.2,187.52,0.0766,0.0255,0.063,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
2029,0.335,2.78,0.2,202.58,0.0402,0.0115,0.007,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
2030,0.335,2.78,0.2,217.63,0.0535,0.0127,0.0206,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
2031,0.335,2.78,0.2,232.67,0.0796,0.0148,0.0088,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
2032,0.335,2.78,0.2,247.71,0.0563,0.01,0.01,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
2033,0.335,2.78,0.2,262.75,0.0688,0.0102,0.0043,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
2034,0.335,2.78,0.2,277.77,0.0958,0.0147,0.0121,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
2035,0.335,2.78,0.2,292.78,0.1318,0.0186,0.0183,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
2036,0.335,2.78,0.2,307.78,0.1475,0.0171,0.0232,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
2037,0.335,2.78,0.2,322.71,0.1478,0.014,0.015,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
2038,0.335,2.78,0.2,337.58,0.1841,0.0151,0.0172,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
2039,0.335,2.78,0.2,352.5,0.2272,0.0195,0.0264,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
2040,0.335,2.78,0.26,7.6,0.2001,0.016,0.0201,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
2041,0.335,2.78,0.26,22.58,0.2173,0.016,0.0256,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
2042,0.335,2.78,0.26,37.36,0.1552,0.0112,0.009,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
2043,0.335,2.78,0.26,52.11,0.1303,0.0102,0.0087,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
2044,0.335,2.78,0.26,67.13,0.0834,0.0094,0.009,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
2045,0.335,2.78,0.26,82.16,0.0731,0.0108,0.0104,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
2046,0.335,2.78,0.26,97.2,0.0595,0.0095,0.0057,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
2047,0.335,2.78,0.26,112.25,0.0407,0.0062,0.0036,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
2048,0.335,2.78,0.26,127.3,0.0274,0.0051,0.0027,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
2049,0.335,2.78,0.26,142.36,0.0315,0.0068,0.0097,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
2050,0.335,2.78,0.26,157.41,0.0243,0.0055,0.0051,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
2051,0.335,2.78,0.26,172.47,0.0246,0.0061,0.0034,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
2052,0.335,2.78,0.26,187.53,0.0241,0.0067,0.0063,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
2053,0.335,2.78,0.26,202.59,0.0295,0.0052,0.0025,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
2054,0.335,2.78,0.26,217.64,0.0396,0.0062,0.0039,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
2055,0.335,2.78,0.26,232.7,0.0363,0.0065,0.004,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
2056,0.335,2.78,0.26,247.75,0.0428,0.0067,0.0049,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
2057,0.335,2.78,0.26,262.8,0.0518,0.0076,0.0064,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
2058,0.335,2.78,0.26,277.84,0.0515,0.0078,0.0056,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
2059,0.335,2.78,0.26,292.87,0.0794,0.01,0.0111,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
2060,0.335,2.78,0.26,307.89,0.1288,0.012,0.0122,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
2061,0.335,2.78,0.26,322.64,0.1681,0.0118,0.0196,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
2062,0.335,2.78,0.26,337.42,0.2025,0.0132,0.0133,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
2063,0.335,2.78,0.26,352.4,0.2432,0.0167,0.0273,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
2064,0.335,2.78,0.34,7.72,0.3152,0.0216,0.0419,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
2065,0.335,2.78,0.34,22.73,0.2019,0.0152,0.0154,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
2066,0.335,2.78,0.34,37.54,0.1318,0.0093,0.0119,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
2067,0.335,2.78,0.34,51.99,0.1066,0.0082,0.0135,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
2068,0.335,2.78,0.34,67.04,0.0699,0.0075,0.0109,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
2069,0.335,2.78,0.34,82.1,0.053,0.0068,0.0066,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
2070,0.335,2.78,0.34,97.16,0.0351,0.0055,0.0111,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
2071,0.335,2.78,0.34,112.22,0.03,0.005,0.0059,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
2072,0.335,2.78,0.34,127.28,0.0207,0.004,0.0033,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
2073,0.335,2.78,0.34,142.35,0.0142,0.0042,0.003,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
2074,0.335,2.78,0.34,157.41,0.0217,0.0049,0.0042,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
2075,0.335,2.78,0.34,172.47,0.0169,0.0045,0.0073,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
2076,0.335,2.78,0.34,187.53,0.0092,0.0034,0.0047,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
2077,0.335,2.78,0.34,202.59,0.0188,0.0039,0.0019,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
2078,0.335,2.78,0.34,217.65,0.0222,0.0042,0.0037,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
2079,0.335,2.78,0.34,232.72,0.0273,0.0048,0.0059,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
2080,0.335,2.78,0.34,247.78,0.0306,0.0059,0.0092,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
2081,0.335,2.78,0.34,262.84,0.0353,0.0051,0.0052,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
2082,0.335,2.78,0.34,277.9,0.0561,0.0061,0.0062,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
2083,0.335,2.78,0.34,292.96,0.0589,0.0069,0.0046,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
