,x,Q2,t,phi,value,stat_u,syst_u,col,obsv,units,target,beam,energy (GeV)
818,0.214,1.64,0.34,37.97,0.6097,0.0331,0.0369,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
819,0.214,1.64,0.34,51.74,0.3476,0.0212,0.0233,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
820,0.214,1.64,0.34,66.87,0.2082,0.019,0.0178,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
821,0.214,1.64,0.34,81.97,0.1666,0.0182,0.0188,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
822,0.214,1.64,0.34,97.06,0.1208,0.0132,0.0128,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
823,0.214,1.64,0.34,112.15,0.093,0.0112,0.0073,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
824,0.214,1.64,0.34,127.23,0.0673,0.0131,0.0076,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
825,0.214,1.64,0.34,142.31,0.0576,0.015,0.0145,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
826,0.214,1.64,0.34,157.38,0.0816,0.02,0.0282,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
827,0.214,1.64,0.34,172.46,0.0767,0.0237,0.0467,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
828,0.214,1.64,0.34,187.54,0.0,0.0,0.0,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
829,0.214,1.64,0.34,202.62,0.0632,0.0188,0.0088,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
830,0.214,1.64,0.34,217.69,0.0894,0.0171,0.0205,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
831,0.214,1.64,0.34,232.77,0.0623,0.0128,0.0147,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
832,0.214,1.64,0.34,247.85,0.078,0.0131,0.0081,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
833,0.214,1.64,0.34,262.94,0.1055,0.0118,0.0123,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
834,0.214,1.64,0.34,278.03,0.1572,0.0142,0.0112,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
835,0.214,1.64,0.34,293.13,0.2614,0.0224,0.0325,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
836,0.214,1.64,0.34,308.26,0.361,0.0277,0.0304,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
837,0.214,1.64,0.34,322.03,0.5869,0.0335,0.0389,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
838,0.214,1.64,0.34,332.38,0.0,0.0,0.0,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
839,0.214,1.64,0.34,352.5,0.0,0.0,0.0,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
840,0.214,1.64,0.45,7.5,0.0,0.0,0.0,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
841,0.214,1.64,0.45,29.04,0.0,0.0,0.0,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
842,0.214,1.64,0.45,38.02,0.397,0.0223,0.0238,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
843,0.214,1.64,0.45,51.66,0.2142,0.0137,0.0169,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
844,0.214,1.64,0.45,66.82,0.1572,0.0132,0.0121,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
845,0.214,1.64,0.45,81.94,0.083,0.0105,0.007,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
846,0.214,1.64,0.45,97.04,0.0554,0.0075,0.0058,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
847,0.214,1.64,0.45,112.13,0.0449,0.0074,0.0063,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
848,0.214,1.64,0.45,127.22,0.0468,0.0111,0.0086,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
849,0.214,1.64,0.45,142.3,0.0,0.0,0.0,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
850,0.214,1.64,0.45,157.38,0.0,0.0,0.0,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
851,0.214,1.64,0.45,172.45,0.0,0.0,0.0,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
852,0.214,1.64,0.45,187.55,0.0,0.0,0.0,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
853,0.214,1.64,0.45,202.62,0.0,0.0,0.0,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
854,0.214,1.64,0.45,217.7,0.0232,0.0112,0.0122,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
855,0.214,1.64,0.45,232.78,0.0566,0.0131,0.0246,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
856,0.214,1.64,0.45,247.87,0.0407,0.0083,0.0045,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
857,0.214,1.64,0.45,262.96,0.0501,0.0068,0.0136,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
858,0.214,1.64,0.45,278.06,0.0883,0.0089,0.0057,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
859,0.214,1.64,0.45,293.18,0.1116,0.0115,0.011,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
860,0.214,1.64,0.45,308.34,0.2386,0.0182,0.0237,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
861,0.214,1.64,0.45,321.98,0.4454,0.0249,0.0319,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
862,0.214,1.64,0.45,330.96,0.0,0.0,0.0,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
863,0.214,1.64,0.45,352.5,0.0,0.0,0.0,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
864,0.215,1.88,0.11,7.84,0.0,0.0,0.0,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
865,0.215,1.88,0.11,23.16,3.3378,0.1951,0.426,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
866,0.215,1.88,0.11,37.96,2.7154,0.1407,0.3109,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
867,0.215,1.88,0.11,52.73,1.5653,0.1013,0.1367,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
868,0.215,1.88,0.11,67.28,1.1438,0.0874,0.082,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
869,0.215,1.88,0.11,82.17,0.8924,0.0651,0.0853,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
870,0.215,1.88,0.11,97.2,0.8012,0.0559,0.0978,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
871,0.215,1.88,0.11,112.25,0.7615,0.0628,0.1415,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
872,0.215,1.88,0.11,127.3,0.4652,0.0558,0.0675,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
873,0.215,1.88,0.11,142.35,0.4891,0.0515,0.0547,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
874,0.215,1.88,0.11,157.41,0.3936,0.0438,0.0438,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
875,0.215,1.88,0.11,172.47,0.3645,0.05,0.0607,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
876,0.215,1.88,0.11,187.53,0.0,0.0,0.0,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
877,0.215,1.88,0.11,202.59,0.4806,0.0434,0.0321,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
878,0.215,1.88,0.11,217.65,0.506,0.0485,0.0409,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
879,0.215,1.88,0.11,232.7,0.5188,0.0543,0.0318,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
880,0.215,1.88,0.11,247.75,0.5895,0.0506,0.0359,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
881,0.215,1.88,0.11,262.8,0.821,0.0576,0.0569,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
882,0.215,1.88,0.11,277.83,0.9854,0.0734,0.1081,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
883,0.215,1.88,0.11,292.72,1.2637,0.0902,0.0976,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
884,0.215,1.88,0.11,307.27,1.7853,0.1035,0.1436,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
885,0.215,1.88,0.11,322.04,2.6943,0.1347,0.2736,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
886,0.215,1.88,0.11,336.84,3.6628,0.2011,0.3738,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
887,0.215,1.88,0.11,352.16,0.0,0.0,0.0,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
888,0.215,1.88,0.15,8.28,0.0,0.0,0.0,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
889,0.215,1.88,0.15,24.86,0.0,0.0,0.0,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
890,0.215,1.88,0.15,38.98,2.3386,0.1271,0.3522,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
891,0.215,1.88,0.15,52.95,1.4945,0.081,0.1452,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
892,0.215,1.88,0.15,67.13,0.994,0.0652,0.0752,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
893,0.215,1.88,0.15,82.11,0.696,0.0496,0.0584,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
894,0.215,1.88,0.15,97.16,0.4648,0.0358,0.0303,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
895,0.215,1.88,0.15,112.22,0.438,0.0387,0.039,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
896,0.215,1.88,0.15,127.28,0.3178,0.0369,0.0455,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
897,0.215,1.88,0.15,142.34,0.2737,0.0311,0.0396,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
898,0.215,1.88,0.15,157.4,0.2863,0.0297,0.0223,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
899,0.215,1.88,0.15,172.47,0.2677,0.0333,0.0187,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
900,0.215,1.88,0.15,187.53,0.2752,0.0323,0.0222,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
901,0.215,1.88,0.15,202.6,0.246,0.0258,0.0272,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
902,0.215,1.88,0.15,217.66,0.3135,0.0304,0.0335,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
903,0.215,1.88,0.15,232.72,0.4341,0.0419,0.0592,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
904,0.215,1.88,0.15,247.78,0.4061,0.0386,0.0325,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
905,0.215,1.88,0.15,262.84,0.494,0.0379,0.035,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
906,0.215,1.88,0.15,277.89,0.6686,0.0485,0.044,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
907,0.215,1.88,0.15,292.87,0.998,0.0661,0.0734,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
908,0.215,1.88,0.15,307.05,1.6037,0.0873,0.1657,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
909,0.215,1.88,0.15,321.02,1.948,0.1074,0.2148,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
910,0.215,1.88,0.15,335.14,0.0,0.0,0.0,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
911,0.215,1.88,0.15,351.72,0.0,0.0,0.0,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
912,0.215,1.88,0.2,7.5,0.0,0.0,0.0,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
913,0.215,1.88,0.2,28.48,0.0,0.0,0.0,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
914,0.215,1.88,0.2,40.38,0.0,0.0,0.0,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
915,0.215,1.88,0.2,53.14,1.1752,0.0648,0.0992,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
916,0.215,1.88,0.2,66.99,0.6188,0.0463,0.0717,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
917,0.215,1.88,0.2,82.06,0.4684,0.0401,0.0516,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
918,0.215,1.88,0.2,97.14,0.3384,0.03,0.0376,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
919,0.215,1.88,0.2,112.2,0.2777,0.0284,0.0201,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
920,0.215,1.88,0.2,127.27,0.2371,0.0301,0.0305,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
921,0.215,1.88,0.2,142.33,0.1954,0.0248,0.0165,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
922,0.215,1.88,0.2,157.4,0.1745,0.0208,0.0199,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
923,0.215,1.88,0.2,172.47,0.1999,0.0262,0.0273,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
924,0.215,1.88,0.2,187.53,0.1874,0.0266,0.0303,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
925,0.215,1.88,0.2,202.6,0.1398,0.0201,0.0129,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
926,0.215,1.88,0.2,217.67,0.1782,0.0225,0.0204,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
927,0.215,1.88,0.2,232.73,0.2625,0.0322,0.0352,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
928,0.215,1.88,0.2,247.8,0.2659,0.031,0.0292,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
929,0.215,1.88,0.2,262.86,0.388,0.0332,0.0445,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
930,0.215,1.88,0.2,277.94,0.5381,0.0399,0.0409,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
931,0.215,1.88,0.2,293.01,0.6778,0.05,0.0665,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
932,0.215,1.88,0.2,306.86,0.9436,0.0615,0.0748,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
933,0.215,1.88,0.2,319.62,0.0,0.0,0.0,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
934,0.215,1.88,0.2,331.52,0.0,0.0,0.0,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
935,0.215,1.88,0.2,352.5,0.0,0.0,0.0,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
936,0.215,1.88,0.26,7.5,0.0,0.0,0.0,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
937,0.215,1.88,0.26,22.5,0.0,0.0,0.0,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
938,0.215,1.88,0.26,41.86,0.0,0.0,0.0,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
939,0.215,1.88,0.26,53.05,0.7443,0.0404,0.0479,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
940,0.215,1.88,0.26,66.93,0.4401,0.0316,0.0445,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
941,0.215,1.88,0.26,82.03,0.3138,0.0264,0.02,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
942,0.215,1.88,0.26,97.12,0.2632,0.0214,0.0195,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
943,0.215,1.88,0.26,112.19,0.1565,0.017,0.0107,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
944,0.215,1.88,0.26,127.26,0.1554,0.0194,0.0229,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
945,0.215,1.88,0.26,142.33,0.1348,0.0176,0.0261,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
946,0.215,1.88,0.26,157.4,0.0947,0.0125,0.0141,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
947,0.215,1.88,0.26,172.47,0.1333,0.0179,0.0365,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
948,0.215,1.88,0.26,187.53,0.1023,0.0174,0.0289,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
949,0.215,1.88,0.26,202.6,0.1361,0.0164,0.0129,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
950,0.215,1.88,0.26,217.67,0.134,0.0162,0.0332,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
951,0.215,1.88,0.26,232.74,0.1496,0.0201,0.0336,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
952,0.215,1.88,0.26,247.81,0.1865,0.0225,0.0173,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
953,0.215,1.88,0.26,262.88,0.2104,0.0193,0.0202,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
954,0.215,1.88,0.26,277.97,0.3472,0.0251,0.0397,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
955,0.215,1.88,0.26,293.07,0.4599,0.0332,0.0449,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
956,0.215,1.88,0.26,306.95,0.7515,0.0454,0.0451,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
957,0.215,1.88,0.26,318.14,0.0,0.0,0.0,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
958,0.215,1.88,0.26,337.5,0.0,0.0,0.0,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
959,0.215,1.88,0.26,352.5,0.0,0.0,0.0,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
960,0.215,1.88,0.34,7.5,0.0,0.0,0.0,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
961,0.215,1.88,0.34,22.5,0.0,0.0,0.0,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
962,0.215,1.88,0.34,42.37,0.0,0.0,0.0,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
963,0.215,1.88,0.34,52.72,0.4224,0.0246,0.0264,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
964,0.215,1.88,0.34,66.9,0.2735,0.0217,0.0357,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
965,0.215,1.88,0.34,82.01,0.19,0.0184,0.0234,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
966,0.215,1.88,0.34,97.1,0.1485,0.014,0.0171,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
967,0.215,1.88,0.34,112.18,0.1113,0.0125,0.0135,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
968,0.215,1.88,0.34,127.25,0.0847,0.0122,0.0127,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
969,0.215,1.88,0.34,142.32,0.0642,0.0102,0.0089,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
970,0.215,1.88,0.34,157.4,0.0811,0.0102,0.013,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
971,0.215,1.88,0.34,172.46,0.0739,0.0113,0.0131,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
972,0.215,1.88,0.34,187.54,0.054,0.0104,0.0052,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
973,0.215,1.88,0.34,202.6,0.0572,0.0096,0.0123,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
974,0.215,1.88,0.34,217.68,0.0659,0.0097,0.0075,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
975,0.215,1.88,0.34,232.75,0.0634,0.0105,0.009,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
976,0.215,1.88,0.34,247.82,0.0911,0.0133,0.0073,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
977,0.215,1.88,0.34,262.9,0.1362,0.0135,0.0154,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
978,0.215,1.88,0.34,277.99,0.192,0.0161,0.0124,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
979,0.215,1.88,0.34,293.1,0.303,0.0234,0.0442,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
980,0.215,1.88,0.34,307.28,0.4515,0.0296,0.0384,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
981,0.215,1.88,0.34,317.63,0.0,0.0,0.0,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
982,0.215,1.88,0.34,337.5,0.0,0.0,0.0,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
983,0.215,1.88,0.34,352.5,0.0,0.0,0.0,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
984,0.215,1.88,0.45,7.5,0.0,0.0,0.0,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
985,0.215,1.88,0.45,22.5,0.0,0.0,0.0,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
986,0.215,1.88,0.45,42.22,0.0,0.0,0.0,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
987,0.215,1.88,0.45,51.98,0.2599,0.0149,0.0266,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
988,0.215,1.88,0.45,66.87,0.1669,0.0136,0.0139,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
989,0.215,1.88,0.45,81.99,0.1014,0.0111,0.0223,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
990,0.215,1.88,0.45,97.08,0.0874,0.0091,0.0065,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
991,0.215,1.88,0.45,112.17,0.0575,0.007,0.0099,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
992,0.215,1.88,0.45,127.24,0.0325,0.0062,0.0034,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
993,0.215,1.88,0.45,142.32,0.0395,0.0071,0.0042,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
994,0.215,1.88,0.45,157.4,0.047,0.007,0.0087,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
995,0.215,1.88,0.45,172.46,0.0384,0.0068,0.0094,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
996,0.215,1.88,0.45,187.54,0.0354,0.0073,0.0037,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
997,0.215,1.88,0.45,202.6,0.054,0.0091,0.0147,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
998,0.215,1.88,0.45,217.68,0.0415,0.0066,0.0102,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
999,0.215,1.88,0.45,232.76,0.0455,0.0073,0.0078,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
1000,0.215,1.88,0.45,247.83,0.0633,0.0091,0.0199,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
